class_id,scientific_name,common_name,venom_status,poisonous,genus,family,snake_sub_family,countries,continents,known_country_count,train_count,test_count,total_data2_count,data1_sample_count,region_metadata_available,source_note
1585,Langaha madagascariensis,Madagascar Leaf-nosed Snake,Non Venomous,0,Langaha,Lamprophiidae,Langaha madagascariensis,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1586,Laticauda frontalis,Frontal Sea Snake,Venomous,1,Laticauda,Elapidae,Laticauda frontalis,Philippines,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1587,Laticauda laticaudata,Banded Sea Krait,Venomous,1,Laticauda,Elapidae,Laticauda laticaudata,Australia | Fiji | Indonesia | Malaysia | New Caledonia | Philippines | Thailand | Vanuatu,Asia | Oceania,8,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1588,Laticauda saintgironsi,Saint Girons's Sea Krait,Venomous,1,Laticauda,Elapidae,Laticauda saintgironsi,New Caledonia | Vanuatu,Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1589,Laticauda semifasciata,Erabu sea snake,Venomous,1,Laticauda,Elapidae,Laticauda semifasciata,China | Japan | Korea | Philippines | Taiwan | Vietnam,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1590,Leioheterodon geayi,Geay's hognose snake,Non Venomous,0,Leioheterodon,Lamprophiidae,Leioheterodon geayi,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1591,Leioheterodon madagascariensis,Malagasy giant hognose snake,Non Venomous,0,Leioheterodon,Lamprophiidae,Leioheterodon madagascariensis,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1592,Leioheterodon modestus,Andringitra hognose snake,Non Venomous,0,Leioheterodon,Lamprophiidae,Leioheterodon modestus,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1593,Leiopython albertisii,White-lipped python,Non Venomous,0,Leiopython,Pythonidae,Leiopython albertisii,Indonesia | Papua New Guinea,Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1594,Leptodeira ashmeadii,Ashmead's Cat-eyed Snake,Venomous,1,Leptodeira,Colubridae,Leptodeira ashmeadii,British Virgin Islands | Puerto Rico | U.S. Virgin Islands,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1595,Leptodeira bakeri,Baker's cat-eyed snake,Venomous,1,Leptodeira,Colubridae,Leptodeira bakeri,Colombia | Costa Rica | Panama,North America | South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1596,Leptodeira frenata,Maya Cat-eyed Snake,Venomous,1,Leptodeira,Colubridae,Leptodeira frenata,Belize | Guatemala | Honduras | Mexico,North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1597,Leptodeira maculata,Central American Cat-eyed Snake,Venomous,1,Leptodeira,Colubridae,Leptodeira maculata,Costa Rica | El Salvador | Guatemala | Honduras | Mexico | Nicaragua | Panama,North America,7,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1598,Leptodeira nigrofasciata,Black-banded Cat-eyed Snake,Venomous,1,Leptodeira,Colubridae,Leptodeira nigrofasciata,Colombia | Ecuador | Peru,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1599,Leptodeira ornata,Ornate Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira ornata,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1600,Leptodeira polysticta,Many-spotted Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira polysticta,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1601,Leptodeira punctata,Dotted Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira punctata,Colombia | Costa Rica | Ecuador | Nicaragua | Panama | Peru,North America | South America,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1602,Leptodeira rhombifera,Rhombic Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira rhombifera,Argentina | Bolivia | Brazil | Paraguay | Uruguay,South America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1603,Leptodeira rubricata,Flagellate Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira rubricata,Belize | Costa Rica | El Salvador | Guatemala | Honduras | Mexico | Nicaragua | Panama,North America,8,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1604,Leptodeira septentrionalis,Northern Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira septentrionalis,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1605,Leptodeira splendida,Splendid Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira splendida,Colombia | Ecuador | Peru,South America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1606,Leptodeira tarairiu,Tarairiu Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira tarairiu,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1607,Leptodeira uribei,Uribe's Cat-eyed Snake,Non Venomous,0,Leptodeira,Colubridae,Leptodeira uribei,Colombia,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1608,Leptodrymus pulcherrimus,Beautiful Forest Snake,Non Venomous,0,Leptodrymus,Colubridae,Leptodrymus pulcherrimus,Ecuador,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1609,Leptophis coeruleodorsus,Turquoise Parrot Snake,Non Venomous,0,Leptophis,Colubridae,Leptophis coeruleodorsus,Colombia | Ecuador,South America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1610,Leptophis cupreus,Copper Parrot Snake,Non Venomous,0,Leptophis,Colubridae,Leptophis cupreus,Colombia | Costa Rica | Ecuador | Panama,North America | South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1611,Leptophis depressirostris,Brown Parrot Snake,Non Venomous,0,Leptophis,Colubridae,Leptophis depressirostris,Bolivia | Brazil | Colombia | Ecuador | French Guiana | Guyana | Peru | Suriname | Venezuela,South America,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1612,Leptophis modestus,Chiapas Parrot Snake,Non Venomous,0,Leptophis,Colubridae,Leptophis modestus,Guatemala | Honduras | Mexico,North America,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1613,Leptophis nebulosus,Clouded Parrot Snake,Non Venomous,0,Leptophis,Colubridae,Leptophis nebulosus,Brazil | French Guiana | Guyana | Suriname | Trinidad and Tobago | Venezuela,South America,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1614,Leptotyphlops conjunctus,East African Blind Snake,Non Venomous,0,Leptotyphlops,Leptotyphlopidae,Leptotyphlops conjunctus,Angola | Botswana | Democratic Republic of the Congo | Kenya | Mozambique | Somalia | South Africa | Tanzania | Zambia | Zimbabwe,Africa,10,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1615,Leptotyphlops incognitus,Unknown Threadsnake,Non Venomous,0,Leptotyphlops,Leptotyphlopidae,Leptotyphlops incognitus,Mexico,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1616,Leptotyphlops nigricans,Blackish Blind Snake,Non Venomous,0,Leptotyphlops,Leptotyphlopidae,Leptotyphlops nigricans,Peru,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1617,Leptotyphlops scutifrons,Peter's Threadsnake,Non Venomous,0,Leptotyphlops,Leptotyphlopidae,Leptotyphlops scutifrons,Angola | Botswana | Democratic Republic of the Congo | Ethiopia | Kenya | Mozambique | Namibia | Somalia | South Africa | Sudan | Tanzania | Uganda | Zambia | Zimbabwe,Africa,14,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1618,Leptotyphlops sylvicolus,Forest Threadsnake,Non Venomous,0,Leptotyphlops,Leptotyphlopidae,Leptotyphlops sylvicolus,Ivory Coast,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1619,Liasis fuscus,Water Python,Non Venomous,0,Liasis,Pythonidae,Liasis fuscus,Australia | Indonesia | Papua New Guinea,Asia | Oceania,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1620,Liasis mackloti,Macklot's Python,Non Venomous,0,Liasis,Pythonidae,Liasis mackloti,East Timor | Indonesia,Asia | Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1621,Liasis olivaceus,Olive Python,Non Venomous,0,Liasis,Pythonidae,Liasis olivaceus,Australia,Oceania,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1622,Lichanura orcutti,Desert Rosy Boa,Non Venomous,0,Lichanura,Boidae,Lichanura orcutti,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1623,Lichanura trivirgata,Rosy Boa,Non Venomous,0,Lichanura,Boidae,Lichanura trivirgata,Mexico | United States,North America,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1624,Limaformosa capensis,Cape File Snake,Non Venomous,0,Limaformosa,Lamprophiidae,Limaformosa capensis,Eswatini | Lesotho | Mozambique | South Africa,Africa,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1625,Limnophis bangweolicus,Bangweulu Swamp Snake,Venomous,1,Limnophis,Lamprophiidae,Limnophis bangweolicus,Democratic Republic of the Congo | Zambia,Africa,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1626,Liodytes alleni,Striped Crayfish Snake,Non Venomous,0,Liodytes,Dipsadidae,Liodytes alleni,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1627,Liodytes pygaea,Black Swamp Snake,Non Venomous,0,Liodytes,Dipsadidae,Liodytes pygaea,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1628,Liodytes rigida,Glossy Crayfish Snake,Non Venomous,0,Liodytes,Dipsadidae,Liodytes rigida,United States,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1629,Liopeltis calamaria,Sikkim Smooth Snake,Non Venomous,0,Liopeltis,Colubridae,Liopeltis calamaria,Bhutan | China | India | Myanmar | Nepal | Vietnam,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1630,Liopeltis tricolor,Tricolor Mountain Snake,Non Venomous,0,Liopeltis,Colubridae,Liopeltis tricolor,Indonesia | Malaysia | Thailand,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1631,Liophidium mayottensis,Mayotte snake,Non Venomous,0,Liophidium,Lamprophiidae,Liophidium mayottensis,Mayotte,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1632,Liophidium rhodogaster,Redbelly snake,Non Venomous,0,Liophidium,Lamprophiidae,Liophidium rhodogaster,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1633,Liophidium torquatum,Collared snake,Non Venomous,0,Liophidium,Lamprophiidae,Liophidium torquatum,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1634,Liopholidophis dolicocercus,Andohahela forest snake,Non Venomous,0,Liopholidophis,Lamprophiidae,Liopholidophis dolicocercus,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1635,Liopholidophis rhadinaea,Rain Forest Snake,Non Venomous,0,Liopholidophis,Lamprophiidae,Liopholidophis rhadinaea,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1636,Liotyphlops albirostris,Peters' Blind Snake,Non Venomous,0,Liotyphlops,Liotyphlopidae,Liotyphlops albirostris,Colombia | Ecuador | Panama | Peru | Venezuela,South America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1637,Liotyphlops beui,Beu's Blind Snake,Non Venomous,0,Liotyphlops,Liotyphlopidae,Liotyphlops beui,Venezuela,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1638,Liotyphlops bondensis,Bonden Blind Snake,Non Venomous,0,Liotyphlops,Liotyphlopidae,Liotyphlops bondensis,Colombia,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1639,Liotyphlops ternetzii,Ternetz's Blind Snake,Non Venomous,0,Liotyphlops,Liotyphlopidae,Liotyphlops ternetzii,Argentina | Bolivia | Brazil | Paraguay,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1640,Loxocemus bicolor,Mexican Burrowing Python,Non Venomous,0,Loxocemus,Loxocemidae,Loxocemus bicolor,Belize | Guatemala | Honduras | Mexico,Central America | North America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1641,Lycodon albofuscus,Andaman Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon albofuscus,India,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1642,Lycodon anamallensis,Anamalai Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon anamallensis,India,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1643,Lycodon aulicus,Common Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon aulicus,Bangladesh | Bhutan | Cambodia | China | India | Indonesia | Laos | Malaysia | Myanmar | Nepal | Pakistan | Philippines | Singapore | Sri Lanka | Thailand | Vietnam,Asia,16,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1644,Lycodon butleri,Butler's Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon butleri,Indonesia | Malaysia | Singapore,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1645,Lycodon carinatus,Andaman Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon carinatus,India | Indonesia | Myanmar | Thailand,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1646,Lycodon davisonii,Davison's Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon davisonii,China | Laos | Myanmar | Thailand | Vietnam,Asia,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1647,Lycodon effraenis,Andaman Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon effraenis,India,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1648,Lycodon fasciatus,Banded Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon fasciatus,China | India | Laos | Myanmar | Thailand | Vietnam,Asia,6,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1649,Lycodon flavozonatus,Yellow-banded Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon flavozonatus,China,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1650,Lycodon futsingensis,Futsing Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon futsingensis,China,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1651,Lycodon jara,Twin-spotted Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon jara,India | Sri Lanka,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1652,Lycodon laoensis,Laotian Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon laoensis,Laos | Vietnam,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1653,Lycodon liuchengchaoi,Liuchengchaoi's Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon liuchengchaoi,China,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1654,Lycodon meridionalis,Southern Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon meridionalis,Vietnam,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1655,Lycodon nympha,Bridled Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon nympha,Bangladesh | India | Nepal | Pakistan,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1656,Lycodon orientalis,Japanese Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon orientalis,Japan,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1657,Lycodon rosozonatus,Red-banded Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon rosozonatus,China,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1658,Lycodon rufozonatus,Chinese Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon rufozonatus,China | North Korea | Russia | South Korea | Vietnam,Asia,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1659,Lycodon ruhstrati,Ruhstrat's Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon ruhstrati,China | Taiwan | Vietnam,Asia,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1660,Lycodon semicarinatus,Japanese Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon semicarinatus,China | Japan | Ryukyu Islands | Taiwan,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1661,Lycodon septentrionalis,Northern Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon septentrionalis,Bangladesh | Bhutan | Cambodia | China | India | Laos | Myanmar | Nepal | Thailand | Vietnam,Asia,10,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1662,Lycodon striatus,Barred Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon striatus,India | Nepal | Pakistan | Sri Lanka,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1663,Lycodon subannulatus,New Guinea Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon subannulatus,Indonesia | Papua New Guinea,Asia | Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1664,Lycodon subcinctus,Banded Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon subcinctus,Bangladesh | India | Indonesia | Malaysia | Myanmar | Philippines | Singapore | Thailand,Asia,8,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1665,Lycodon travancoricus,Travancore Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon travancoricus,India,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1666,Lycodon tristrigatus,Common Wolf Snake,Non Venomous,0,Lycodon,Colubridae,Lycodon tristrigatus,India | Sri Lanka,Asia,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1667,Lycodonomorphus bicolor,Bicoloured Water Snake,Non Venomous,0,Lycodonomorphus,Lamprophiidae,Lycodonomorphus bicolor,"Angola | Botswana | Congo, The Democratic Republic of the | Kenya | Malawi | Mozambique | Namibia | South Africa | Swaziland | Tanzania, United Republic of | Zambia | Zimbabwe",Africa,12,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1668,Lycodonomorphus inornatus,Olive Water Snake,Non Venomous,0,Lycodonomorphus,Lamprophiidae,Lycodonomorphus inornatus,Mauritius,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1669,Lycodonomorphus laevissimus,East African Brown Snake,Non Venomous,0,Lycodonomorphus,Lamprophiidae,Lycodonomorphus laevissimus,Eswatini | Kenya | Malawi | Mozambique | South Africa | Tanzania | Zimbabwe,Africa,7,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1670,Lycodonomorphus rufulus,Common Brown Water Snake,Non Venomous,0,Lycodonomorphus,Lamprophiidae,Lycodonomorphus rufulus,Eswatini | Lesotho | Mozambique | South Africa,Africa,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1671,Lycodryas maculatus,Spotted Wolf Snake,Non Venomous,0,Lycodryas,Lamprophiidae,Lycodryas maculatus,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1672,Lycodryas pseudogranuliceps,False Granular Wolf Snake,Non Venomous,0,Lycodryas,Lamprophiidae,Lycodryas pseudogranuliceps,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1673,Lycognathophis seychellensis,Seychelles Wolf Snake,Non Venomous,0,Lycognathophis,Lamprophiidae,Lycognathophis seychellensis,Seychelles,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1674,Lycophidion albomaculatum,White-spotted Wolf Snake,Non Venomous,0,Lycophidion,Lamprophiidae,Lycophidion albomaculatum,Angola | Democratic Republic of the Congo,Africa,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1675,Lycophidion capense,Cape Wolf Snake,Non Venomous,0,Lycophidion,Lamprophiidae,Lycophidion capense,Angola | Botswana | Burundi | Democratic Republic of the Congo | Eswatini | Kenya | Lesotho | Malawi | Mozambique | Namibia | Rwanda | South Africa | Tanzania | Uganda | Zambia | Zimbabwe,Africa,16,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1676,Lycophidion pygmaeum,Pygmy Wolf Snake,Non Venomous,0,Lycophidion,Lamprophiidae,Lycophidion pygmaeum,Mozambique | South Africa,Africa,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1677,Lycophidion variegatum,Variegated Wolf Snake,Non Venomous,0,Lycophidion,Lamprophiidae,Lycophidion variegatum,Kenya | Tanzania,Africa,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1678,Lygophis anomalus,Anomalous Ground Snake,Non Venomous,0,Lygophis,Colubridae,Lygophis anomalus,Argentina | Brazil | Paraguay | Uruguay,South America,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1679,Lygophis dilepis,Savanna Lygophis,Non Venomous,0,Lygophis,Dipsadidae,Lygophis dilepis,Angola | Botswana | Democratic Republic of the Congo | Kenya | Malawi | Mozambique | Namibia | South Africa | Swaziland | Tanzania | Zambia | Zimbabwe,Africa,12,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1680,Lygophis elegantissimus,Elegant Lygophis,Non Venomous,0,Lygophis,Dipsadidae,Lygophis elegantissimus,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1681,Lygophis lineatus,Striped Lygophis,Non Venomous,0,Lygophis,Dipsadidae,Lygophis lineatus,Argentina | Bolivia | Brazil | Paraguay | Uruguay,South America,5,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1682,Lygophis meridionalis,Southern Lygophis,Non Venomous,0,Lygophis,Dipsadidae,Lygophis meridionalis,Brazil,South America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1683,Lytorhynchus diadema,Crowned Leaf-nosed Snake,Non Venomous,0,Lytorhynchus,Colubridae,Lytorhynchus diadema,Algeria | Egypt | Libya | Mali | Mauritania | Morocco | Niger | Sudan | Tunisia,Africa,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1684,Lytorhynchus paradoxus,Arabian Leaf-nosed Snake,Non Venomous,0,Lytorhynchus,Colubridae,Lytorhynchus paradoxus,Oman | Saudi Arabia | United Arab Emirates | Yemen,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1685,Lytorhynchus ridgewayi,Afghan Leaf-nosed Snake,Non Venomous,0,Lytorhynchus,Colubridae,Lytorhynchus ridgewayi,Afghanistan | Iran | Pakistan | Turkmenistan,Asia,4,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1686,Macrelaps microlepidotus,Natal Black Snake,Venomous,1,Macrelaps,Lamprophiidae,Macrelaps microlepidotus,South Africa,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1687,Macrocalamus chanardi,Chanard's Mountain Reed Snake,Non Venomous,0,Macrocalamus,Colubridae,Macrocalamus chanardi,Thailand,Asia,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1688,Macroprotodon brevis,False Smooth Snake,Venomous,1,Macroprotodon,Colubridae,Macroprotodon brevis,Algeria | Morocco | Tunisia,Africa,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1689,Macroprotodon cucullatus,False Smooth Snake,Non Venomous,0,Macroprotodon,Colubridae,Macroprotodon cucullatus,Algeria | Egypt | Israel | Libya | Morocco | Palestine | Portugal | Spain | Tunisia,Africa | Asia | Europe,9,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1690,Macroprotodon mauritanicus,Western False Smooth Snake,Non Venomous,0,Macroprotodon,Colubridae,Macroprotodon mauritanicus,Algeria | Morocco | Tunisia,Africa,3,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1691,Macrovipera lebetinus,Levantine Viper,Venomous,1,Macrovipera,Viperidae,Macrovipera lebetinus,Afghanistan | Armenia | Azerbaijan | Cyprus | Georgia | India | Iran | Iraq | Israel | Jordan | Kazakhstan | Lebanon | Oman | Pakistan | Palestine | Russia | Syria | Tajikistan | Turkey | Turkmenistan | Uzbekistan,Asia | Europe,21,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1692,Macrovipera schweizeri,Cyclades Blunt-nosed Viper,Venomous,1,Macrovipera,Viperidae,Macrovipera schweizeri,Greece,Europe,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1693,Madagascarophis colubrinus,Common Big-eyed Snake,Non Venomous,0,Madagascarophis,Lamprophiidae,Madagascarophis colubrinus,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1694,Madagascarophis meridionalis,Southern Big-eyed Snake,Non Venomous,0,Madagascarophis,Lamprophiidae,Madagascarophis meridionalis,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1695,Madagascarophis ocellatus,Bocage's Big-eyed Snake,Non Venomous,0,Madagascarophis,Lamprophiidae,Madagascarophis ocellatus,Madagascar,Africa,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1696,Magliophis exiguus,Navassa Island Racer,Non Venomous,0,Magliophis,Dipsadidae,Magliophis exiguus,Navassa Island,North America,1,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1697,Malayopython reticulatus,Reticulated Python,Non Venomous,0,Malayopython,Pythonidae,Malayopython reticulatus,Bangladesh | Bhutan | Brunei | Cambodia | India | Indonesia | Laos | Malaysia | Myanmar | Philippines | Singapore | Thailand | Vietnam,Asia,13,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
1698,Malayopython timoriensis,Timor Python,Non Venomous,0,Malayopython,Pythonidae,Malayopython timoriensis,Indonesia | Timor-Leste,Asia | Oceania,2,0,0,0,0,yes,DATA_1 metadata + DATA_2 train/test metadata
